ID;Nome e cognome;Email (chiave);Tipologia stakeholder;Regione;Canale di ingaggio;In database DEM
280;Sofia Bruno;sofia.bruno@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
281;Giovanna Vitale;giovanna.vitale@example.org;Altro / Industry;Emilia-Romagna;Database DEM;true
282;Teresa Cerri;teresa.cerri@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
283;Teresa Deluca;teresa.deluca@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
284;Paola Testa;paola.testa@example.org;Farmacia ospedaliera;Lombardia;Database DEM;true
285;Giovanna Carbone;giovanna.carbone@example.org;Studio medico / Ambulatorio;Piemonte;Database DEM;true
286;Matteo Iacobelli;matteo.iacobelli@example.org;HCP - Diabetologo;Veneto;Database DEM;true
287;Monica Fontana;monica.fontana@example.org;Studio medico / Ambulatorio;Piemonte;Database DEM;true
288;Nicola Marini;nicola.marini@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
289;Sofia Damico;sofia.damico@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
290;Roberto Bassi;roberto.bassi@example.org;Altro / Industry;Lombardia;Database DEM;true
291;Viola Benedetti;viola.benedetti@example.org;HCP - Diabetologo;Lazio;Database DEM;true
292;Raffaella Sanna;raffaella.sanna@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
293;Andrea Bianco;andrea.bianco@example.org;HCP - Diabetologo;Lazio;Database DEM;true
294;Federica Ruggiero;federica.ruggiero@example.org;HCP - Diabetologo;Puglia;Database DEM;true
295;Rosanna Sanna;rosanna.sanna@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
296;Sara Mancini;sara.mancini@example.org;Altro / Industry;Piemonte;Database DEM;true
297;Caterina Martini;caterina.martini@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
298;Roberto Messina;roberto.messina@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
299;Daniela Cerri;daniela.cerri@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
300;Gianluca Caruso;gianluca.caruso@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
301;Ilaria Castelli;ilaria.castelli@example.org;HCP - Medico di medicina generale;Piemonte;Database DEM;true
302;Paolo Zanini;paolo.zanini@example.org;Farmacia ospedaliera;Sicilia;Database DEM;true
303;Antonio Valente;antonio.valente@example.org;HCP - Infermiere / Educatore;Veneto;Database DEM;true
304;Roberta Ferretti;roberta.ferretti@example.org;Farmacia ospedaliera;Puglia;Database DEM;true
305;Giovanni Cristofaro;giovanni.cristofaro@example.org;Studio medico / Ambulatorio;Liguria;Database DEM;true
306;Paola Perini;paola.perini@example.org;HCP - Infermiere / Educatore;Puglia;Database DEM;true
307;Ludovica Monaco;ludovica.monaco@example.org;Farmacia ospedaliera;Liguria;Database DEM;true
308;Giacomo Volpe;giacomo.volpe@example.org;HCP - Diabetologo;Campania;Database DEM;true
309;Serena Perini;serena.perini@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
310;Emanuele Innocenti;emanuele.innocenti@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
311;Andrea Guerra;andrea.guerra@example.org;HCP - Endocrinologo;Marche;Database DEM;true
312;Beatrice Bacci;beatrice.bacci@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
313;Giacomo Giuliani;giacomo.giuliani@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
314;Michela Ferrari;michela.ferrari@example.org;HCP - Diabetologo;Lazio;Database DEM;true
315;Luigi Balestra;luigi.balestra@example.org;HCP - Medico di medicina generale;Calabria;Database DEM;true
316;Manuela Bellini;manuela.bellini@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
317;Marta Franco;marta.franco@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
318;Giovanna Bacci;giovanna.bacci@example.org;HCP - Diabetologo;Campania;Database DEM;true
319;Angela Iacobelli;angela.iacobelli@example.org;Direzione sanitaria;Sicilia;Database DEM;true
320;Giulia Rossetti;giulia.rossetti@example.org;Farmacia ospedaliera;Toscana;Database DEM;true
321;Gianluca Pesce;gianluca.pesce@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
322;Davide Serra;davide.serra@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
323;Riccardo Zanetti;riccardo.zanetti@example.org;Studio medico / Ambulatorio;Lombardia;Database DEM;true
324;Valentina Greco;valentina.greco@example.org;HCP - Diabetologo;Puglia;Database DEM;true
325;Maria Cerri;maria.cerri@example.org;HCP - Endocrinologo;Campania;Database DEM;true
326;Francesco Mazza;francesco.mazza@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
327;Martina Santoro;martina.santoro@example.org;Studio medico / Ambulatorio;Lazio;Database DEM;true
328;Vittorio Negri;vittorio.negri@example.org;HCP - Medico di medicina generale;Sicilia;Database DEM;true
329;Antonio Bianchi;antonio.bianchi@example.org;Altro / Industry;Calabria;Database DEM;true
330;Gianluca Rossetti;gianluca.rossetti@example.org;Altro / Industry;Veneto;Database DEM;true
331;Laura Caputo;laura.caputo@example.org;Direzione sanitaria;Lazio;Database DEM;true
332;Enrico Volpe;enrico.volpe@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
333;Luca Moretti;luca.moretti@example.org;Studio medico / Ambulatorio;Toscana;Database DEM;true
334;Gianluca Fontana;gianluca.fontana@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
335;Alessandro Melchiorre;alessandro.melchiorre@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
336;Marco Perini;marco.perini@example.org;Farmacia ospedaliera;Lazio;Database DEM;true
337;Claudio Romano;claudio.romano@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
338;Elena Esposito;elena.esposito@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
339;Maria Fumagalli;maria.fumagalli@example.org;Farmacia ospedaliera;Veneto;Database DEM;true
340;Samuele Mariani;samuele.mariani@example.org;HCP - Diabetologo;Marche;Database DEM;true
341;Sofia Cavallo;sofia.cavallo@example.org;HCP - Medico di medicina generale;Abruzzo;Database DEM;true
342;Chiara Bassi;chiara.bassi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
343;Giorgia Bianchi;giorgia.bianchi@example.org;HCP - Diabetologo;Campania;Database DEM;true
344;Antonio Vitale;antonio.vitale@example.org;HCP - Endocrinologo;Emilia-Romagna;Database DEM;true
345;Vittorio Romano;vittorio.romano@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
346;Martina Cerri;martina.cerri@example.org;HCP - Infermiere / Educatore;Toscana;Database DEM;true
347;Michele Damico;michele.damico@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
348;Emanuele Pesce;emanuele.pesce@example.org;HCP - Infermiere / Educatore;Friuli-Venezia Giulia;Database DEM;true
349;Roberta Balestra;roberta.balestra@example.org;Studio medico / Ambulatorio;Toscana;Database DEM;true
350;Irene Bassi;irene.bassi@example.org;HCP - Endocrinologo;Emilia-Romagna;Database DEM;true
351;Sofia Ruggiero;sofia.ruggiero@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
352;Giovanna Gatti;giovanna.gatti@example.org;HCP - Diabetologo;Umbria;Database DEM;true
353;Davide Pesce;davide.pesce@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
354;Serena Caruso;serena.caruso@example.org;HCP - Endocrinologo;Toscana;Database DEM;true
355;Federica Abbate;federica.abbate@example.org;Farmacia ospedaliera;Sicilia;Database DEM;true
356;Teresa Bruni;teresa.bruni@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
357;Sofia Sorrentino;sofia.sorrentino@example.org;HCP - Diabetologo;Marche;Database DEM;true
358;Daniele Longo;daniele.longo@example.org;Studio medico / Ambulatorio;Abruzzo;Database DEM;true
359;Mauro Fumagalli;mauro.fumagalli@example.org;HCP - Diabetologo;Veneto;Database DEM;true
360;Teresa Poli;teresa.poli@example.org;HCP - Endocrinologo;Lazio;Database DEM;true
361;Mariangela Lorenzi;mariangela.lorenzi@example.org;HCP - Diabetologo;Liguria;Database DEM;true
362;Margherita Ferrara;margherita.ferrara@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
363;Susanna Cavallo;susanna.cavallo@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
364;Valentina Silvestri;valentina.silvestri@example.org;Altro / Industry;Lombardia;Database DEM;true
365;Michele Caruso;michele.caruso@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
366;Giorgia Manfredi;giorgia.manfredi@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
367;Enrico Pesce;enrico.pesce@example.org;HCP - Diabetologo;Lazio;Database DEM;true
368;Silvia Poli;silvia.poli@example.org;HCP - Endocrinologo;Piemonte;Database DEM;true
369;Lucia Sanna;lucia.sanna@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
370;Davide Antonelli;davide.antonelli@example.org;Studio medico / Ambulatorio;Piemonte;Database DEM;true
371;Ilaria Conte;ilaria.conte@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
372;Samuele Cattaneo;samuele.cattaneo@example.org;Studio medico / Ambulatorio;Puglia;Database DEM;true
373;Michele Gallo;michele.gallo@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
374;Mariangela Montanari;mariangela.montanari@example.org;HCP - Diabetologo;Sicilia;Database DEM;true
375;Giovanni Ferretti;giovanni.ferretti@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
376;Davide Fontana;davide.fontana@example.org;Studio medico / Ambulatorio;Emilia-Romagna;Database DEM;true
377;Stefano Farina;stefano.farina@example.org;HCP - Diabetologo;Calabria;Database DEM;true
378;Manuela Mancini;manuela.mancini@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
379;Stefano Rossetti;stefano.rossetti@example.org;Farmacia ospedaliera;Puglia;Database DEM;true
380;Luca Testa;luca.testa@example.org;Direzione sanitaria;Sicilia;Database DEM;true
381;Giulia Bruni;giulia.bruni@example.org;Direzione sanitaria;Sicilia;Database DEM;true
382;Mariangela Santoro;mariangela.santoro@example.org;HCP - Diabetologo;Veneto;Database DEM;true
383;Michele Poli;michele.poli@example.org;HCP - Infermiere / Educatore;Lazio;Database DEM;true
384;Matteo Poli;matteo.poli@example.org;Direzione sanitaria;Lombardia;Database DEM;true
385;Francesco Bassi;francesco.bassi@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
386;Paola Cavallo;paola.cavallo@example.org;Studio medico / Ambulatorio;Friuli-Venezia Giulia;Database DEM;true
387;Lorenzo Pagano;lorenzo.pagano@example.org;Direzione sanitaria;Lombardia;Database DEM;true
388;Sabrina Parisi;sabrina.parisi@example.org;HCP - Diabetologo;Toscana;Database DEM;true
389;Davide Sorrentino;davide.sorrentino@example.org;HCP - Infermiere / Educatore;Piemonte;Database DEM;true
390;Ilaria Russo;ilaria.russo@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
391;Rosanna Cattaneo;rosanna.cattaneo@example.org;HCP - Medico di medicina generale;Emilia-Romagna;Database DEM;true
392;Gianluca Giordano;gianluca.giordano@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
393;Riccardo Parisi;riccardo.parisi@example.org;Direzione sanitaria;Campania;Database DEM;true
394;Irene Fumagalli;irene.fumagalli@example.org;HCP - Diabetologo;Puglia;Database DEM;true
395;Giulia Mazza;giulia.mazza@example.org;HCP - Infermiere / Educatore;Calabria;Database DEM;true
396;Francesco Giordano;francesco.giordano@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
397;Nicola Testa;nicola.testa@example.org;HCP - Diabetologo;Umbria;Database DEM;true
398;Raffaella Marini;raffaella.marini@example.org;Farmacia ospedaliera;Sicilia;Database DEM;true
399;Enrico Caputo;enrico.caputo@example.org;Direzione sanitaria;Sicilia;Database DEM;true
400;Anna Ferrara;anna.ferrara@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
401;Jacopo Greco;jacopo.greco@example.org;Farmacia ospedaliera;Marche;Database DEM;true
402;Manuela Giordano;manuela.giordano@example.org;HCP - Endocrinologo;Puglia;Database DEM;true
403;Emanuele Ariemma;emanuele.ariemma@example.org;Direzione sanitaria;Marche;Database DEM;true
404;Giulio Zanetti;giulio.zanetti@example.org;Farmacia ospedaliera;Emilia-Romagna;Database DEM;true
405;Michela Donati;michela.donati@example.org;Farmacia ospedaliera;Piemonte;Database DEM;true
406;Giulio Bianchi;giulio.bianchi@example.org;HCP - Diabetologo;Friuli-Venezia Giulia;Database DEM;true
407;Tommaso Borghi;tommaso.borghi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
408;Laura Palmieri;laura.palmieri@example.org;HCP - Diabetologo;Abruzzo;Database DEM;true
409;Stefano Giordano;stefano.giordano@example.org;Direzione sanitaria;Lombardia;Database DEM;true
410;Silvia Cirillo;silvia.cirillo@example.org;HCP - Infermiere / Educatore;Umbria;Database DEM;true
411;Giulia Negri;giulia.negri@example.org;Farmacia ospedaliera;Campania;Database DEM;true
412;Anna Gentile;anna.gentile@example.org;HCP - Medico di medicina generale;Toscana;Database DEM;true
413;Paola Bruni;paola.bruni@example.org;HCP - Endocrinologo;Lombardia;Database DEM;true
414;Giuseppe Donati;giuseppe.donati@example.org;HCP - Endocrinologo;Toscana;Database DEM;true
415;Nicola Sala;nicola.sala@example.org;Direzione sanitaria;Puglia;Database DEM;true
416;Cristina Orlando;cristina.orlando@example.org;HCP - Medico di medicina generale;Puglia;Database DEM;true
417;Emanuele Negri;emanuele.negri@example.org;HCP - Diabetologo;Veneto;Database DEM;true
418;Francesco Grassi;francesco.grassi@example.org;Farmacia ospedaliera;Sicilia;Database DEM;true
419;Elisa Rossetti;elisa.rossetti@example.org;Altro / Industry;Lombardia;Database DEM;true
420;Sara Damico;sara.damico@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
421;Roberta Cardone;roberta.cardone@example.org;Studio medico / Ambulatorio;Veneto;Database DEM;true
422;Angela Russo;angela.russo@example.org;Farmacia ospedaliera;Lombardia;Database DEM;true
423;Chiara Bruno;chiara.bruno@example.org;Studio medico / Ambulatorio;Sicilia;Database DEM;true
424;Jacopo Parisi;jacopo.parisi@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
425;Antonio Russo;antonio.russo@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
426;Caterina Bianco;caterina.bianco@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
427;Mauro Giuliani;mauro.giuliani@example.org;HCP - Endocrinologo;Marche;Database DEM;true
428;Beatrice Pisani;beatrice.pisani@example.org;HCP - Infermiere / Educatore;Emilia-Romagna;Database DEM;true
429;Samuele Fumagalli;samuele.fumagalli@example.org;Direzione sanitaria;Lazio;Database DEM;true
430;Cristina Riva;cristina.riva@example.org;HCP - Diabetologo;Sardegna;Database DEM;true
431;Vittorio Ricci;vittorio.ricci@example.org;HCP - Diabetologo;Lazio;Database DEM;true
432;Lorenzo Montanari;lorenzo.montanari@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
433;Claudia Guerra;claudia.guerra@example.org;HCP - Diabetologo;Liguria;Database DEM;true
434;Francesca Volpe;francesca.volpe@example.org;HCP - Endocrinologo;Liguria;Database DEM;true
435;Francesco Amato;francesco.amato@example.org;HCP - Endocrinologo;Liguria;Database DEM;true
436;Sabrina Rossi;sabrina.rossi@example.org;HCP - Endocrinologo;Puglia;Database DEM;true
437;Manuela Ferretti;manuela.ferretti@example.org;Farmacia ospedaliera;Piemonte;Database DEM;true
438;Giovanni Russo;giovanni.russo@example.org;HCP - Medico di medicina generale;Lazio;Database DEM;true
439;Claudia Damico;claudia.damico@example.org;HCP - Diabetologo;Lombardia;Database DEM;true
440;Alessandro Castelli;alessandro.castelli@example.org;HCP - Diabetologo;Campania;Database DEM;true
441;Federica Cardone;federica.cardone@example.org;HCP - Infermiere / Educatore;Sicilia;Database DEM;true
442;Beatrice Perini;beatrice.perini@example.org;Farmacia ospedaliera;Marche;Database DEM;true
443;Marco Borghi;marco.borghi@example.org;Studio medico / Ambulatorio;Sicilia;Database DEM;true
444;Anna Martelli;anna.martelli@example.org;HCP - Medico di medicina generale;Sardegna;Database DEM;true
445;Valentina Ferrara;valentina.ferrara@example.org;HCP - Endocrinologo;Veneto;Database DEM;true
446;Giacomo Mariani;giacomo.mariani@example.org;HCP - Medico di medicina generale;Veneto;Database DEM;true
447;Rosanna Ferrari;rosanna.ferrari@example.org;HCP - Diabetologo;Veneto;Database DEM;true
448;Mariangela Toscano;mariangela.toscano@example.org;HCP - Medico di medicina generale;Campania;Database DEM;true
449;Michela Borghi;michela.borghi@example.org;HCP - Diabetologo;Emilia-Romagna;Database DEM;true
450;Mariangela Castelli;mariangela.castelli@example.org;Direzione sanitaria;Sicilia;Database DEM;true
451;Ludovica Esposito;ludovica.esposito@example.org;HCP - Infermiere / Educatore;Lombardia;Database DEM;true
452;Francesco Bernardi;francesco.bernardi@example.org;HCP - Infermiere / Educatore;Liguria;Database DEM;true
453;Riccardo Ruggiero;riccardo.ruggiero@example.org;HCP - Endocrinologo;Emilia-Romagna;Database DEM;true
454;Simone Landi;simone.landi@example.org;HCP - Endocrinologo;Lazio;Database DEM;true
455;Daniele Santoro;daniele.santoro@example.org;HCP - Medico di medicina generale;Toscana;Database DEM;true
456;Valentina Guerra;valentina.guerra@example.org;HCP - Endocrinologo;Sicilia;Database DEM;true
457;Sabrina Denicola;sabrina.denicola@example.org;HCP - Medico di medicina generale;Abruzzo;Database DEM;true
458;Mariangela Volpe;mariangela.volpe@example.org;HCP - Infermiere / Educatore;Sardegna;Database DEM;true
459;Marco Morelli;marco.morelli@example.org;HCP - Medico di medicina generale;Lombardia;Database DEM;true
460;Paolo Caruso;paolo.caruso@example.org;HCP - Diabetologo;Lazio;Database DEM;true
461;Valentina Denicola;valentina.denicola@example.org;HCP - Infermiere / Educatore;Campania;Database DEM;true
462;Davide Longo;davide.longo@example.org;HCP - Diabetologo;Piemonte;Database DEM;true
463;Enrico Testa;enrico.testa@example.org;HCP - Diabetologo;Veneto;Database DEM;true
464;Margherita Russo;margherita.russo@example.org;Direzione sanitaria;Lombardia;Database DEM;true
